id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0DLHLRDBY,"Samsung Galaxy A16 5G A Series, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, 5G Connectivity, US Version, 2025, Light Gray",174.99,Samsung Electornics,Galaxy A16,128 GB,4 GB,Light Gray,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHLRDBY/ref=sr_1_1?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-1
2,Amazon,Phones,B0F7M1D1Z9,"Tracfone Moto G Play (2023) [Activation Promotion], 32GB, Blue, Includes 1500Min/1500Txt/1500MB, 365 Days Service Plan - Prepaid Smartphone",49.99,MOTOROLA INC,Moto G Play,3 GB,3 GB,Blue,https://www.amazon.com/Tracfone-Activation-Promotion-1500Min-1500Txt/dp/B0F7M1D1Z9/ref=sr_1_2?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-2
3,Amazon,Phones,B08PP5MSVB,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",217.99,No,iPhone 12,64 GB,8 GB,Black,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_3?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-3
4,Amazon,Phones,B0DT4T8D65,"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",130.29,No,Samsung Galaxy A16,128 GB,4 GB,Gray,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_4?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-4
5,Amazon,Phones,B0CWHXVLXG,Motorola Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,139.99,Motorola,Moto G 5G 2024,128 GB,4 GB,Sage Green,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Green/dp/B0CWHXVLXG/ref=sr_1_5?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-5
6,Amazon,Phones,B0F9QY6M52,BLU G64L | 2025 | Unlocked | 6.8” HD+ Infinity Display | 64/4GB | Triple 13MP Camera | US Version | US Warranty | Green,69.99,BLU,G84,256 GB,4 GB,GREEN,https://www.amazon.com/BLU-Unlocked-Infinity-Display-Warranty/dp/B0F9QY6M52/ref=sr_1_6?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-6
7,Amazon,Phones,B0DTTX4S8B,Motorola Moto E15 Dual-SIM 64GB ROM + 2GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Misty Blue) - International Version,87.0,Motorola,Motorola Moto E15,2 GB,2 GB,Misty Blue,https://www.amazon.com/Motorola-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0DTTX4S8B/ref=sr_1_7?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-7
8,Amazon,Phones,B086QCGQ8C,"AT&T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",84.95,AT&T,,,,,https://www.amazon.com/AT-BL102-3-3-Handset-Answering-Unsurpassed/dp/B086QCGQ8C/ref=sr_1_9?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-9
9,Amazon,Phones,B0DT1KMCXP,"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS Blue Black",168.29,SAMSUNG,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Resistant-Factory-Unlocked-International/dp/B0DT1KMCXP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-8
10,Amazon,Phones,B0F2TVRVTG,"Phone for Kids and Teens – Galaxy A16 Smartphone (2025 Model) with Parental Controls, GPS Tracking, Text Monitoring & Content Filtering – 10,000+ Apps, No Contract, Activation Fee Required",42.95,Troomi,,128 GB,4 GB,Blue Black,https://www.amazon.com/Troomi-Phone-Kids-Teens-Smartphone/dp/B0F2TVRVTG/ref=sr_1_11?dib=eyJ2IjoiMSJ9.PseSRbGmRB5ggJrGi0Wni2NUEiCzcbpGi3NKy7C5MmR2W8Hq7tTmMRcmBUUim4VVkvUrWL2Zy_YbNzADaZHBME_TjKApUUTBALg6iq9BPCdZZ-Bc02_0dS_OSKj6_xY2q06XGyiKOCVRK2mDbNLu0kwQ9pzojs1kpuMn1nmR2QV1T3WPFNBV6L3zo_f1zaWzCC_qa6v0ew9GR2lSocr0_BmNhFTFQXHQqoQ3CWTpRdU.D5V_z6S6MOHD0z61UMJD1Bk7UNucaPQAJcKO5dD1vuM&dib_tag=se&keywords=phone&qid=1756167164&sr=8-11
