id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,39.88,MOTOROLA INC,Moto G Play,4 GB,4 GB,BLUE,https://www.amazon.com/Tracfone-Motorola-5000mAh-Battery-Sapphire/dp/B0CTW8TXGH/ref=sr_1_1?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-1
2,Amazon,Phones,B09LNX6KQS,"Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)",307.99,Apple Computer,iPhone 13,128 GB,6 GB,Blue,https://www.amazon.com/Apple-iPhone-13-128GB-Blue/dp/B09LNX6KQS/ref=sr_1_2?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-2
3,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",49.99,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-4
4,Amazon,Phones,B0CWHXVLXG,Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,149.99,Motorola,Moto G 5G 2024,128 GB,4 GB,Sage Green,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Green/dp/B0CWHXVLXG/ref=sr_1_3?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-3
5,Amazon,Phones,B0CP6DDN1H,Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,109.99,Motorola,Moto G Play 2024,64 GB,4 GB,Sapphire Blue,https://www.amazon.com/Moto-Play-Unlocked-Camera-Sapphire/dp/B0CP6DDN1H/ref=sr_1_5?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-5
6,Amazon,Phones,B0DJ9KYK9G,J24 | 2024 | All-Day Battery | GSM Unlocked | 6.5” Display | 3/32GB | 3000mAh | US Version | US Warranty | Black,49.99,Votex Cellular,J24,32 GB,3 GB,Black,https://www.amazon.com/Vortex-J24-All-Day-Unlocked-Warranty/dp/B0DJ9KYK9G/ref=sr_1_6?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-6
7,Amazon,Phones,B09SM24S8C,"Samsung Galaxy A03s Cell Phone, AT&T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",69.49,Samsung Electronics,SM-A037U,32 GB,3 GB,Black,https://www.amazon.com/Samsung-Unlocked-Smartphone-Expandable-Infinite/dp/B09SM24S8C/ref=sr_1_7?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-7
8,Amazon,Phones,B086QCGQ8C,"AT&T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",67.95,‎AT&T,,,,‎Silver/Black,https://www.amazon.com/AT-BL102-3-3-Handset-Answering-Unsurpassed/dp/B086QCGQ8C/ref=sr_1_8?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-8
9,Amazon,Phones,B0BN71VW28,"Apple iPhone 14, 128GB, Purple - Unlocked (Renewed)",356.45,Apple Computer,iPhone 14,128 GB,8 GB,Purple,https://www.amazon.com/Apple-iPhone-14-128GB-Purple/dp/B0BN71VW28/ref=sr_1_9?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-9
10,Amazon,Phones,B0CTW6L4R5,Simple Mobile | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,39.88,MOTOROLA INC,Moto G Play,4 GB,4 GB,BLUE,https://www.amazon.com/Simple-Mobile-Motorola-5000mAh-Sapphire/dp/B0CTW6L4R5/ref=sr_1_10?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUD6zUOgKQiOnbd7dZTQD1mALas0QhGqfp1kUMZq9Oi99r_YwGfgl7zK9iwB_nydx5zdZoO-nLQzlJlsjGH4-ZKQtHJ5gSKMPeINZ8NV0iC6Dfb1drWdmxJY7H1butjOpyo62qg8YcCCtZA1B-6ryFayFkgMGwIWmblO6H6TZT1b53zQmv7e6ULO2e9t5g1bD-aBE3oJjU706r8MH7nhI8Kk.mx8_u2wMG5I8nZxbw9ZiZDNQO9EvyRi3KHlTQ8BYhx0&dib_tag=se&keywords=phone&qid=1741909022&sr=8-10
