id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0DLHNWHRF,"SAMSUNG Galaxy A16 5G A Series Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black",176.0,Samsung Electornics,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_2?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-2
2,Amazon,Phones,B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,39.88,MOTOROLA INC,Moto G Play,4 GB,4 GB,BLUE,https://www.amazon.com/Tracfone-Motorola-5000mAh-Battery-Sapphire/dp/B0CTW8TXGH/ref=sr_1_1?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-1
3,Amazon,Phones,B0DSLWK633,"Huness I25 Ultra Unlocked Phone,Built in Pen The Phone,Cell Phone Battery 7000mAh 6.99"" HD Screen,Android 14 8+256GB Smartphone,Dual SIM/5G/Face ID/Fingerprint Lock/GPS (Black)",199.99,Huness,I25 U_250110,256 GB,,Black,https://www.amazon.com/Huness-I25-Unlocked-Smartphone-Fingerprint/dp/B0DSLWK633/ref=sr_1_3?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-3
4,Amazon,Phones,B0DD8HL23R,BLU G44 | 2024 | All-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 64GB | Triple 13MP Camera | US Warranty| Blue,69.99,BLU,G44,64 GB,2 GB,BLUE,https://www.amazon.com/BLU-All-Day-Unlocked-Infinity-Warranty/dp/B0DD8HL23R/ref=sr_1_4?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-4
5,Amazon,Phones,B0DT1KMCXP,"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS (25W Fast Charger Bundle, Blue Black)",163.99,SAMSUNG,Galaxy A16,4 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Resistant-Factory-Unlocked-International/dp/B0DT1KMCXP/ref=sr_1_5?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-5
6,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",49.99,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-6
7,Amazon,Phones,B0DT4T8D65,"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",141.03,No,Samsung Galaxy A16,128 GB,4 GB,Gray,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_7?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-7
8,Amazon,Phones,B0DNRK51QQ,Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,199.99,Motorola,Moto G - 2025,12 GB,4 GB,Forest Gray,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Forest/dp/B0DNRK51QQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-8
9,Amazon,Phones,B096T6Y623,"SAMSUNG Galaxy S21 Ultra 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",253.26,No,Galaxy S21 Ultra 5G,128 GB,12 GB,Phantom Black,https://www.amazon.com/Galaxy-S21-Ultra-5G-Smartphone/dp/B096T6Y623/ref=sr_1_9?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-9
10,Amazon,Phones,B0DKPWQ1TK,TCL 40 XE 5G T609SPP Verizon Only 64GB Black(Renewed),45.95,TCL,40 XE,4 GB,4 GB,Starlight Black,https://www.amazon.com/TCL-T609SPP-Verizon-Black-Renewed/dp/B0DKPWQ1TK/ref=sr_1_10?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q5BCMA3J0YQwh151uS_yMCZ2LktGbiM1u7hUQ3zeDg_wYR7AUZYdJ8z6cFdY-rLbHr3bbtM4kIqWiDR3QKBDCGVeVj9Hdlw30UFT0emFW0GJxZYnxT99IxaFOfgY6uUU4rXHi6xvqC6AZe6jorCkK5_b119pOuCWpUKcoTiat2d_4QTiabcewWTG1Ha8lNlePlwASZv4RaC9vKtiWc22MRQ.SfCRXRm3l-dQLSwm7TJmvKCcwYyMe8FZid_16C1Blac&dib_tag=se&keywords=phone&qid=1747352195&sr=8-10
