id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0DLHNWHRF,"Samsung Galaxy A16 5G A Series, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, 5G Connectivity, US Version, 2025, Blue Black",164.99,Samsung Electornics,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_1?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-1
2,Amazon,Phones,B0DP3GH34F,"SAMSUNG Galaxy S25 Cell Phone, 256GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, ProScaler Display, 4000mAh Battery, 2025, US 1 Yr Warranty, Silver Shadow",659.99,Samsung Electronics,Samsung Galaxy S25,256 GB,12 GB,Silver Shadow,https://www.amazon.com/Smartphone-Unlocked-Processor-ProScaler-Manufacturer/dp/B0DP3GH34F/ref=sr_1_2?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-2
3,Amazon,Phones,B0FCRW3KF1,"Ulefone Armor X16 Rugged Cell Phone, Android 15 OS, 10360mAh/33W, 12+128GB/2TB, 48MP+20MP+2MP+16MP Camera, 6.56” 90HZ, Widevine L1/NFC/GPS/Dual SIM 4G LTE Unlocked Smartphone - Wasteland Shadow",152.99,Ulefone,Armor X16,128 GB,12 GB,Wasteland Shadow,https://www.amazon.com/Ulefone-Armor-X16-10360mAh-Smartphone/dp/B0FCRW3KF1/ref=sr_1_3?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-3
4,Amazon,Phones,B0D1ZFS9GH,Motorola Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,189.98,Motorola,Moto G Stylus 5G (2024),8 GB,8 GB,Caramel Latte,https://www.amazon.com/Stylus-Unlocked-256GB-Camera-Caramel/dp/B0D1ZFS9GH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-4
5,Amazon,Phones,B08PP5MSVB,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",207.0,No,iPhone 12,64 GB,8 GB,Black,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_5?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-5
6,Amazon,Phones,B086QCGQ8C,"AT&T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",74.75,‎AT&T,,,,‎Silver/Black,https://www.amazon.com/AT-BL102-3-3-Handset-Answering-Unsurpassed/dp/B086QCGQ8C/ref=sr_1_6?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-6
7,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",52.99,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_7?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-7
8,Amazon,Phones,B0DNRK51QQ,Motorola Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,149.99,Motorola,Moto G - 2025,12 GB,4 GB,Forest Gray,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Forest/dp/B0DNRK51QQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-8
9,Amazon,Phones,B0DT4T8D65,"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",128.65,No,Samsung Galaxy A16,128 GB,4 GB,Gray,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_9?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-9
10,Amazon,Phones,B0BN92S2ZZ,"Apple iPhone 14 Pro Max, 256GB, Deep Purple - Unlocked (Renewed)",555.0,Apple Computer,iPhone 14 Pro Max,256 GB,8 GB,Deep Purple,https://www.amazon.com/Apple-iPhone-256GB-Deep-Purple/dp/B0BN92S2ZZ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.l3KOeB1F_crIsGAENwl-TOjBFO2vUm3O5ViRJu5-cVU2Z5-jZBSdMnXU2NW7QWCBsB7H84M3X8MXqaFt90_fHmHkXtw7nMMLH1DeQvKufBeHKhXnR8QyhQ7Ssa-K_mFKd7TKGwWlu_0-6B4UxIdHp65Pr77lOJghGGEkXdxTr-saknZgNWfLd4qcfe9Sze5w1BhI9DBI8bO3CAtoaEvDgzq12V2pKjCsVLO5WGD6Y4g.whIDa5PdZkjBwJvEOl7LM0dY1V-X3zBkgMCUClvnFCw&dib_tag=se&keywords=phone&qid=1759880364&sr=8-10
