id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0CP6DDN1H,Motorola Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,99.99,Motorola,Moto G Play 2024,64 GB,4 GB,Sapphire Blue,https://www.amazon.com/Moto-Play-Unlocked-Camera-Sapphire/dp/B0CP6DDN1H/ref=sr_1_2?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-2
2,Amazon,Phones,B0DLHNWHRF,"Samsung Galaxy A16 5G A Series, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, 5G Connectivity, US Version, 2025, Blue Black",149.99,Samsung Electornics,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_1?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-1
3,Amazon,Phones,B0DYVMVZSY,"SAMSUNG Galaxy S25 Edge Phone, 512 GB AI Smartphone, Unlocked Android, Night Video, Fast Processor, ProScaler Display, All-Day Battery, 2025, US 1 Yr Manufacturer Warranty, Titanium JetBlack",729.99,Samsung Electronics,Galaxy S25 Edge,512 GB,12 GB,Titanium Jetblack,https://www.amazon.com/SAMSUNG-Smartphone-Processor-ProScaler-Manufacturer/dp/B0DYVMVZSY/ref=sr_1_4?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-4
4,Amazon,Phones,B0FRB1NS5Z,"SZV 17PROMA X 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Android 15 Battery 7000mAh Unlocked Phone,Face ID/Fingerprint Button Unlock/Photos/Dual SIM/5G/GPS (Black, 12+512G)",169.99,SZV,17PROMA X,512 GB,,Black,https://www.amazon.com/SZV-17PROMA-Smartphone-Unlocked-Fingerprint/dp/B0FRB1NS5Z/ref=sr_1_3?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-3
5,Amazon,Phones,B09LNP1ZHT,"Apple iPhone 13, 128GB, Pink - Unlocked (Renewed)",298.86,No,iPhone 13,128 GB,4 GB,Pink,https://www.amazon.com/Apple-iPhone-13-128GB-Pink/dp/B09LNP1ZHT/ref=sr_1_5?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-5
6,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",63.83,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-6
7,Amazon,Phones,B0FRXQTYHY,"Unlocked Senior Cell Phone, 2.4 inch Screen, Big Button,Triple SIM, Easy to Use Mobile Phone with Large Capacity Battery, Flashlight, Voice Recorder, Calendar, Alarm Clock (T5081 - Dark Purple)",23.99,KostSell,T5081,32 GB,32 MB,T5081 - Dark Purple,https://www.amazon.com/Unlocked-Capacity-Flashlight-Recorder-T5081/dp/B0FRXQTYHY/ref=sr_1_8?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-8
8,Amazon,Phones,B0CWHXVLXG,Motorola Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,149.99,Motorola,Moto G 5G 2024,128 GB,4 GB,Sage Green,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Green/dp/B0CWHXVLXG/ref=sr_1_9?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-9
9,Amazon,Phones,B0DP3G4GVQ,"SAMSUNG Galaxy S25 Ultra, 512GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, 5000mAh Battery, Built-in S Pen, 2025, US 1 Yr Warranty, Titanium Black",1069.99,Samsung Electronics,Samsung Galaxy S25 Ultra,512 GB,12 GB,Titanium Black,https://www.amazon.com/Smartphone-Unlocked-Processor-Manufacturer-Warranty/dp/B0DP3G4GVQ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-10
10,Amazon,Phones,B0DWV55DXH,Motorola Moto G Stylus - 2025 | Unlocked | Made for US 8/256GB | 50MP Camera | Pantone Gibraltar Sea,299.99,Motorola,,8 GB,8 GB,Gibraltar Sea,https://www.amazon.com/Motorola-Moto-Stylus-Unlocked-Gibraltar/dp/B0DWV55DXH/ref=sr_1_11?dib=eyJ2IjoiMSJ9.CKlj8ciI3dfFppsSCfuyJfUpYQVEfN8acGgJMZZnLCAl00-3nqFpjHLsG0QYmspOhoNLpwqo3xs7yqhFxHtzuxai397Fk7932jEffrChxlmHGV4bRIHQJUIIF3Gr3OHrEte0IIIaFvPBDdS86Q76It5b5VQbhDglTq5TyNdqCbCkOkjSwN7Vgj7LOxjHCiJl07j6g0ckCCujmAGNrATTa08W-GhDGxPyjnD9UmSrvKI.iahfqh8zaRvtdRB4l5N1lgzbdtpvQufCzZ4t6rOuPzo&dib_tag=se&keywords=phone&qid=1763424642&sr=8-11
