id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,39.88,MOTOROLA INC,Moto G Play,4 GB,4 GB,BLUE,https://www.amazon.com/Tracfone-Motorola-5000mAh-Battery-Sapphire/dp/B0CTW8TXGH/ref=sr_1_1?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-1
2,Amazon,Phones,B0DLHNWHRF,"Samsung Galaxy A16 5G A Series Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black",199.99,Samsung Electornics,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_2?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-2
3,Amazon,Phones,B0F1HT9KNP,"Compatible with Gabb Phone 4 Case with Tempered Glass Screen Protector, [16FT Military Grade Drop Tested] Full-Body Protective Shockproof Rugged Bumper Cover (Sapphire)",9.98,WDHD,,,,Sapphire,https://www.amazon.com/WDHD-Compatible-Protector-Protective-Shockproof/dp/B0F1HT9KNP/ref=sr_1_3?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-3
4,Amazon,Phones,B0DNRK51QQ,Motorola Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,199.99,Motorola,Moto G - 2025,12 GB,4 GB,Forest Gray,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Forest/dp/B0DNRK51QQ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-4
5,Amazon,Phones,B0DT1KMCXP,"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS (25W Fast Charger Bundle, Blue Black)",159.74,SAMSUNG,Galaxy A16,4 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Resistant-Factory-Unlocked-International/dp/B0DT1KMCXP/ref=sr_1_5?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-5
6,Amazon,Phones,B0DD8HL23R,BLU G44 | 2024 | All-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 64GB | Triple 13MP Camera | US Warranty| Blue,69.99,BLU,G44,64 GB,2 GB,BLUE,https://www.amazon.com/BLU-All-Day-Unlocked-Infinity-Warranty/dp/B0DD8HL23R/ref=sr_1_6?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-6
7,Amazon,Phones,B0DQTYFVSF,"LeYi for Moto-G-5G-2025 Case: 【𝐍𝐨𝐭 𝐅𝐢𝐭 𝐆 𝐏𝐨𝐰𝐞𝐫 𝟐𝟎𝟐𝟓】 1 Pack Tempered Glass Screen Protector and 360° Rotatable Ring Holder Magnetic Kickstand, Plating Rose Gold Edge Case, Black",7.99,LeYi,,,,Black,https://www.amazon.com/LeYi-Moto-G-5G-2025-Case-%F0%9D%90%8F%F0%9D%90%A8%F0%9D%90%B0%F0%9D%90%9E%F0%9D%90%AB-%F0%9D%9F%90%F0%9D%9F%8E%F0%9D%9F%90%F0%9D%9F%93%E3%80%91/dp/B0DQTYFVSF/ref=sr_1_7?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-7
8,Amazon,Phones,B0DT4T8D65,"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",135.0,No,Samsung Galaxy A16,128 GB,4 GB,Gray,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_9?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-9
9,Amazon,Phones,B08PP5MSVB,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",198.0,No,iPhone 12,64 GB,8 GB,Black,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_8?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-8
10,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",59.99,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.APC43lzNJj5oXLQnnN48q7CZ2t0KqtcnIwshK3dqMpYO-pRrRMahBQ0IvYnZH-lzi0nkyzsZQxVZ7l5iVsBUGvePIinSBlC33EvDk4XYwfnAN74BpxGgUjdD-5JjdiSFIbxvejibBfPwKhmj7i095wM6EN-BaWK7HoqyvXiTZqy5DwLrwI0D-Pn1NOCbUhMdZA8fXcZTcJZSeGqdQvEWNs4mwKAmDglwxf7xF2OCpzE.LFaocsP2lET7WDkzVZeY1rL6mMAImNZygMxvueMzXY0&dib_tag=se&keywords=phone&qid=1748561980&sr=8-10
