id,website,category,ASIN_number,title,price,brand,model_name,memory_storage,ram,color,link
1,Amazon,Phones,B0DLHNWHRF,"SAMSUNG Galaxy A16 5G A Series Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black",174.99,Samsung Electornics,Galaxy A16,128 GB,4 GB,Blue Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_1?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-1
2,Amazon,Phones,B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,39.88,MOTOROLA INC,Moto G Play,4 GB,4 GB,BLUE,https://www.amazon.com/Tracfone-Motorola-5000mAh-Battery-Sapphire/dp/B0CTW8TXGH/ref=sr_1_2?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-2
3,Amazon,Phones,B0DNRK51QQ,Motorola Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,199.99,Motorola,Moto G - 2025,12 GB,4 GB,Forest Gray,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Forest/dp/B0DNRK51QQ/ref=sr_1_3?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-3
4,Amazon,Phones,B09LNW3CY2,"Apple iPhone 13, 128GB, Midnight - Unlocked (Renewed)",296.11,Apple Computer,iPhone 13,128 GB,8 GB,Midnight,https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_4?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-4
5,Amazon,Phones,B08PP5MSVB,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",206.0,No,iPhone 12,64 GB,8 GB,Black,https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_5?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-5
6,Amazon,Phones,B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",59.99,‎Panasonic,,,,‎Metallic Black,https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-6
7,Amazon,Phones,B0F3D2BQV6,"Cheap Mobile Phones, 5.0'' Dual SIM Dual Camera, Android OS, 16GB ROM【Expandable up to 128GB】, Support WiFi/Bluetooth/FM, Face Unlocked Cell Phone (Purple)",48.99,LatsYrs,Lat5P-3G,16 GB,1 GB,Purple,https://www.amazon.com/LatsYrs-Android-ROM%E3%80%90Expandable-Bluetooth-Unlocked/dp/B0F3D2BQV6/ref=sr_1_7?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-7
8,Amazon,Phones,B09SM24S8C,"Samsung Galaxy A03s Cell Phone, AT&T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",71.94,Samsung Electronics,SM-A037U,32 GB,3 GB,Black,https://www.amazon.com/Samsung-Unlocked-Smartphone-Expandable-Infinite/dp/B09SM24S8C/ref=sr_1_9?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-9
9,Amazon,Phones,B0DT4T8D65,"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked 6.7"" Dual Sim 50MP Dual Cam (Case Bundle) (Gray)",128.82,No,Samsung Galaxy A16,128 GB,4 GB,Gray,https://www.amazon.com/SAMSUNG-International-SM-A165F-DS-Unlocked/dp/B0DT4T8D65/ref=sr_1_8?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-8
10,Amazon,Phones,B000050FZP,"AT&T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, White",16.99,Yes,,,,,https://www.amazon.com/AT-Trimline-Corded-Required-Wall-Mountable/dp/B000050FZP/ref=sr_1_11?dib=eyJ2IjoiMSJ9.v8-v_dYf_IhKGWbz-_aPpyYT2-Rja9XV-BTloZj3gfDS31j0u0M6674t7d6K0MijKIWJpn6UMiRU0MXWsGDtyyVuA9YRLQ3wuz15W0PdXdoba6-1th271vN_l0U14uheN55By5M0h6pY5delkQMbgT0pnVJkN3W5AkrMkl5W2m-pkTyLPco72TE_M2rH9k7KQO-5QKz96vTkd_BMPnpiimbXstMTGOfxbdU-kbxgj5Y.XC4Ul8xvkukEnIhfzK05AQZsXVtSZPAmdBdqalLh7C4&dib_tag=se&keywords=phone&qid=1750376170&sr=8-11
